place_id,name,name_key,category,subcategory,district,city,province,latitude,longitude,opening_hours,source,source_file,all_sources,all_source_files
PLC0000001,1 more night hostel,1 more night hostel,accommodation,hostel,Matale,,Central,7.9476672,80.7602647,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000002,10 10 KRUA THAI,10 10 krua thai,food,,Colombo,,,,,,official_tourism,Restaurants.xlsx,official_tourism,Restaurants.xlsx
PLC0000003,10 th mile post,10 th mile post,attraction,viewpoint,Badulla,,Uva,6.8010956,81.0447497,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000004,1000 from foreigner,1000 from foreigner,shopping,ticket,Kalutara,,Western,6.5992526,79.9772628,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000005,101 Restaurant,101 restaurant,food,restaurant,Matara,,Southern,5.9416469,80.4666495,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000006,101 Salon & Academy (Pvt) Ltd,101 salon academy pvt ltd,shopping,beauty,Gampaha,,Western,6.9839492,79.9266907,08:30-21:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000007,11 to Eleven Pizza,11 to eleven pizza,food,restaurant,Jaffna,,Northern,9.6841039,80.025249,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000008,"1200 for national museum, 700 for natural history, 1500 combined (before 2pm)",1200 for national museum 700 for natural history 1500 combined before 2pm,shopping,ticket,Colombo,,Western,6.9096016,79.8601301,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000009,123,123,accommodation,apartment,Jaffna,,Northern,9.679265449999999,80.18277354377366,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000010,"132 Building,Girls' Hostel",132 building girls hostel,accommodation,hostel,Badulla,,Uva,6.816836650000001,80.96023713158633,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000011,135 VILLA,135 villa,accommodation,Home Stay Units,Kandy,Kandy,,,,,official_tourism,Home Stay Units.xlsx | Information for Accommodation.csv,official_tourism,Home Stay Units.xlsx | Information for Accommodation.csv
PLC0000012,149-3,149 3,attraction,bridge,Polonnaruwa,,North Central,8.29720165,80.94479512486356,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000013,15 L M D,15 l m d,accommodation,Bangalows,Batticaloa,Batticaloa,,,,,official_tourism,Bungalows.xlsx | Information for Accommodation.csv,official_tourism,Bungalows.xlsx | Information for Accommodation.csv
PLC0000014,168 Seafood Palace,168 seafood palace,food,restaurant,Colombo,Colombo 03,Western,6.9089987,79.8509336,,openstreetmap,points_of_interest.geojson,official_tourism | openstreetmap,Restaurants.xlsx | points_of_interest.geojson
PLC0000015,169 RESTURANT,169 resturant,food,,Matale,,,,,,official_tourism,Restaurants.xlsx,official_tourism,Restaurants.xlsx
PLC0000016,180-3?,180 3,attraction,bridge,Vavuniya,,Northern,8.78083515,80.48469167790921,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000017,1923 Old House Hostel,1923 old house hostel,accommodation,hostel,Kandy,,Central,7.2793783,80.623328,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000018,1979 Family Restaurant,1979 family restaurant,food,restaurant,Colombo,,Western,6.8350481,79.9049838,Mon-Su 11:00-23:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000019,1More Night Hostel,1more night hostel,accommodation,hostel,Matale,,Central,7.946178,80.7607828,24/7,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000020,1ST CHOICE,1st choice,accommodation,Bangalows,Colombo,Dehiwala-Mount Lavinia,,6.819636,,,official_tourism,Bungalows.xlsx | Information for Accommodation.csv,official_tourism,Bungalows.xlsx | Information for Accommodation.csv
PLC0000021,2-m gap,2 m gap,attraction,information,Trincomalee,,Eastern,8.6830516,81.1841193,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000022,"20, Sisilasa Press",20 sisilasa press,shopping,bookmaker,Kandy,,Central,7.2651113,80.6654404,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000023,"200 for foreigners, 50 for locals",200 for foreigners 50 for locals,shopping,ticket,Nuwara Eliya,,Central,7.0548451,80.7008067,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000024,"2000 for foreigners, up to 1000 for locals (February 2025)",2000 for foreigners up to 1000 for locals february 2025,shopping,ticket,Kurunegala,,North Western,7.8154314,80.3121321,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000025,215 Market,215 market,shopping,supermarket,Colombo,,Western,6.9383673,79.8515752,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000026,218 HOLIDAY RESORT,218 holiday resort,accommodation,Bangalows,Kandy,Kandy,,7.258813,,,official_tourism,Bungalows.xlsx | Information for Accommodation.csv,official_tourism,Bungalows.xlsx | Information for Accommodation.csv
PLC0000027,23 Palm,23 palm,accommodation,hotel,Galle,Galle,Southern,5.9981731,80.2751898,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000028,24/7 SuperMarket & Pharmacy,24 7 supermarket pharmacy,shopping,convenience,Colombo,Colombo 13,Western,6.9511058,79.8603994,24/7,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000029,24 Seven,24 seven,shopping,convenience,Colombo,,Western,6.9145165,79.8699018,24/7,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000030,25 RAMPART STREET,25 rampart street,accommodation,Bangalows,Galle,Galle,,,,,official_tourism,Bungalows.xlsx | Information for Accommodation.csv,official_tourism,Bungalows.xlsx | Information for Accommodation.csv
PLC0000031,250 For Foreigners,250 for foreigners,shopping,ticket,Hambantota,,Southern,5.9774969,80.7379596,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000032,256 Townhouse Rest,256 townhouse rest,accommodation,hotel,Kandy,,Central,7.2994191,80.636831,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000033,27 OLD VILLAGE SPICE & HERBLE GARDEN.,27 old village spice herble garden,activity,spice_garden,Matale,,,,,,official_tourism,Spice Gardens.xlsx,official_tourism,Spice Gardens.xlsx
PLC0000034,283/2 Old Kottawa Road,283 2 old kottawa road,accommodation,apartment,Colombo,,Western,6.8688258,79.9089258,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000035,2nd Home,2nd home,accommodation,guest_house,Kalutara,Horana,Western,6.7230203,80.082718,24/7,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000036,3 arch resort,3 arch resort,accommodation,hotel,Badulla,,Uva,6.8840158,81.0481868,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000037,"300 for foreigners, free for locals",300 for foreigners free for locals,shopping,ticket,Matale,,Central,7.4973518,80.6219709,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000038,30he kade,30he kade,shopping,gift,Gampaha,,Western,7.0930159,79.992898,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000039,32 Celcius Nilaveli,32 celcius nilaveli,accommodation,hotel,Trincomalee,Trincomalee,Eastern,8.6791014,81.197132,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000040,335 Holiday Homes,335 holiday homes,accommodation,apartment,Kandy,Kandy,Central,7.2871848,80.6278698,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000041,34/1/1 Sumanarama,34 1 1 sumanarama,accommodation,guest_house,Colombo,Dehiwala-Mount Lavinia,Western,6.8401082,79.8691665,,openstreetmap,points_of_interest.geojson,official_tourism | openstreetmap,Home Stay Units.xlsx | Information for Accommodation.csv | points_of_interest.geojson
PLC0000042,3540LKR for foreigners (July 2025),3540lkr for foreigners july 2025,shopping,ticket,Kandy,,Central,7.2682679,80.5968195,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000043,35,35,attraction,museum,Badulla,,Uva,6.8166814,80.95938611389508,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000044,36 Srijina Mawatha,36 srijina mawatha,shopping,mall,Kalutara,,Western,6.7532216,79.9051121,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000045,360 Sands,360 sands,accommodation,hotel,Matara,,Southern,5.9633857,80.6883355,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000046,360 Solution,360 solution,shopping,electrical,Kurunegala,,North Western,7.9369507,80.3460727,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000047,360deg Ella,360deg ella,food,restaurant,Badulla,,Uva,6.8732713,81.0491533,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000048,360deg Madiha,360deg madiha,food,restaurant,Matara,,Southern,5.9366146,80.5169467,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000049,360deg Sunset Bar,360deg sunset bar,food,bar,Matara,,Southern,5.9363107,80.51674535946661,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000050,3de Movies,3de movies,shopping,video,Colombo,,Western,6.8763266,79.9356308,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000051,3R resraurant,3r resraurant,food,restaurant,Ampara,,Eastern,7.294230600000001,81.86623640407629,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000052,4 Bedroom Apartment,4 bedroom apartment,accommodation,hotel,Nuwara Eliya,Nuwara Eliya,Central,6.9821373,80.7601187,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000053,4 Electrical,4 electrical,shopping,hardware,Anuradhapura,,North Central,8.3103414,80.402569,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000054,4-S Burgers,4 s burgers,food,fast_food,Colombo,,Western,6.8904726,79.9271353,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000055,4 SVILLA,4 svilla,accommodation,hotel,Hambantota,,Southern,6.0330327,80.7988021,Mo-Su 08:00-22:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000056,"400 for foreigners (2025), free for locals",400 for foreigners 2025 free for locals,shopping,ticket,Colombo,,Western,6.9166647,79.8564522,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000057,"400 for foreigners, free for locals",400 for foreigners free for locals,shopping,ticket,Colombo,,Western,6.9171174,79.8548408,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000058,41 SUGAR,41 sugar,food,,Colombo,,,,,,official_tourism,Restaurants.xlsx,official_tourism,Restaurants.xlsx
PLC0000059,42 LIGHT HOUSE STREET,42 light house street,accommodation,Bangalows,Galle,Galle,,6.027748,,,official_tourism,Bungalows.xlsx | Information for Accommodation.csv,official_tourism,Bungalows.xlsx | Information for Accommodation.csv
PLC0000060,45004 PADDY STORE,45004 paddy store,shopping,department_store,Vavuniya,,Northern,8.717045,80.3631762,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000061,45006 COP CITY UNIT 06,45006 cop city unit 06,shopping,department_store,Vavuniya,,Northern,8.7169329,80.3634134,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000062,45011 KALAIMAKAL NAKAR ROAD (கலைமகள் நகர் வீதி) starting,45011 kalaimakal nakar road starting,attraction,viewpoint,Vavuniya,,Northern,8.7170876,80.36033,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000063,45011KALIMAKAL NAKAR ROAD. (கலைமகள் நகர் வீதி),45011kalimakal nakar road,attraction,viewpoint,Vavuniya,,Northern,8.7182656,80.3631712,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000064,45012 SCHOOL ROAD ENDING (பாடசாலை முன் சுற்றுவட்ட வீதி ),45012 school road ending,attraction,viewpoint,Vavuniya,,Northern,8.7168379,80.3617971,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000065,45012 SCHOOL ROAD starting (பாடசாலை முன் சுற்றுவட்ட வீதி),45012 school road starting,attraction,viewpoint,Vavuniya,,Northern,8.7160156,80.3603526,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000066,49 Hotel Resort,49 hotel resort,accommodation,hotel,Badulla,Ella,Uva,6.8831359,81.0433887,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000067,4ever,4ever,shopping,hairdresser,Colombo,,Western,6.8769753,79.8903584,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000068,4th Anicut,4th anicut,attraction,pier,Ampara,,Eastern,7.0618528,81.8057576,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000069,4th Peak Knuckles,4th peak knuckles,attraction,viewpoint,Kandy,,Central,7.4009436,80.810331,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000070,4th Village Heart Empowerment Centre Sittandy - Eravur,4th village heart empowerment centre sittandy eravur,shopping,garden_centre,Batticaloa,,Eastern,7.8151202,81.55831505538916,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000071,4,4,accommodation,apartment,Colombo,,Western,6.898966,79.8540867,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000072,5-Star Bakery,5 star bakery,shopping,bakery,Colombo,,Western,6.8318676,79.8725833,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000073,"50 for locals, 550 for foreigners",50 for locals 550 for foreigners,shopping,ticket,Galle,,Southern,6.028095,80.2184405,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000074,"500 for foreigners, 100 for locals",500 for foreigners 100 for locals,shopping,ticket,Kandy,,Central,7.2181584,80.5680133,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000075,"500 for foreigners, free for locals",500 for foreigners free for locals,shopping,ticket,Matale,,Central,7.4773457,80.623636,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000076,500LKR For Tourists,500lkr for tourists,shopping,ticket,Matara,,Southern,5.9269997,80.5885119,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000077,500r entry,500r entry,shopping,ticket,Jaffna,,Northern,9.6124879,79.7744845,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000078,51 BUNGALOW,51 bungalow,accommodation,Bangalows,Gampaha,,,,,,official_tourism,Bungalows.xlsx | Information for Accommodation.csv,official_tourism,Bungalows.xlsx | Information for Accommodation.csv
PLC0000079,55/6,55 6,accommodation,guest_house,Colombo,,Western,6.873473,79.8985202,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000080,55 Fort Train Hostel,55 fort train hostel,accommodation,hostel,Colombo,,Western,6.935606,79.8501628,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000081,598 Rest Inn,598 rest inn,accommodation,guest_house,Badulla,,Uva,6.8726808,81.0486377,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000082,59b Rest Inn,59b rest inn,accommodation,hostel,Badulla,,Uva,6.8726312,81.0487198,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000083,5B restaurant,5b restaurant,food,restaurant,Ampara,,Eastern,7.362388,81.848811,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000084,5Core,5core,shopping,electronics,Trincomalee,,Eastern,8.5785855,81.2332784,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000085,5th Lane House,5th lane house,accommodation,hotel,Colombo,Colombo 03,Western,6.9047564,79.8546435,,openstreetmap,points_of_interest.geojson,official_tourism | openstreetmap,Bungalows.xlsx | Information for Accommodation.csv | points_of_interest.geojson
PLC0000086,5th Peak Knuckles,5th peak knuckles,attraction,viewpoint,Kandy,,Central,7.4022112,80.8091531,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000087,6.1 6.6 5.1 5.2 2.6 (4etage),6 1 6 6 5 1 5 2 2 6 4etage,accommodation,apartment,Colombo,,Western,6.8829136,79.8642225,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000088,668,668,food,restaurant,Colombo,,Western,6.9139566,79.8649163,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000089,7-3,7 3,attraction,bridge,Mullaitivu,,Northern,9.151265500000001,80.49659215,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000090,7-Eleven,7 eleven,food,restaurant,Colombo,Thalawathugoda,Western,6.8747419,79.9340758,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000091,7-Eleven,7 eleven,food,restaurant,Matara,,Southern,5.9518419,80.4546773,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000092,#750 Point Pedro,750 point pedro,attraction,information,Jaffna,,Northern,9.6671609,80.0118342,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000093,7rose,7rose,food,restaurant,Colombo,,Western,6.8760967,79.9353107,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000094,7RS Phone Shop,7rs phone shop,shopping,kiosk,Galle,,Southern,6.0336859,80.2182506,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000095,7TH HILL,7th hill,accommodation,Home Stay Units,Badulla,Ella Pradeshiya Sabha,,6.868833,,,official_tourism,Home Stay Units.xlsx | Information for Accommodation.csv,official_tourism,Home Stay Units.xlsx | Information for Accommodation.csv
PLC0000096,7th Sky Edyll,7th sky edyll,accommodation,hotel,Galle,,Southern,5.9772197,80.3510783,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000097,7th Sky Idyll,7th sky idyll,accommodation,guest_house,Galle,,Southern,5.9725109,80.3630922,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000098,8/1,8 1,attraction,bridge,Mullaitivu,,Northern,9.151127500000001,80.50169626335796,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000099,845 trousers,845 trousers,shopping,clothes,Jaffna,,Northern,9.669538,80.0124437,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000100,88 Chinese,88 chinese,food,restaurant,Colombo,Thunmulla,Western,6.8946393,79.8607025,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000101,9 A,9 a,accommodation,Home Stay Units,Galle,Galle,,,,,official_tourism,Home Stay Units.xlsx | Information for Accommodation.csv,official_tourism,Home Stay Units.xlsx | Information for Accommodation.csv
PLC0000102,930 LKR,930 lkr,shopping,ticket,Kandy,Kandy,Central,7.2996062,80.6405094,Mo-Su 08:00-18:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000103,96 DELIGHT SPICE GARDEN,96 delight spice garden,activity,spice_garden,Matale,,,,,,official_tourism,Spice Gardens.xlsx,official_tourism,Spice Gardens.xlsx
PLC0000104,98 acres Resort,98 acres resort,accommodation,hotel,Badulla,Ella Pradeshiya Sabha,Uva,6.87086195,81.06266454631023,,openstreetmap,points_of_interest.geojson,official_tourism | openstreetmap,Information for Accommodation.csv | Tourist Hotels.xlsx | points_of_interest.geojson
PLC0000105,A & A International Optitions,a a international optitions,shopping,optician,Colombo,,Western,6.8959473,79.8563407,Mo-Sa 09:00-18:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000106,A and B rooms,a and b rooms,accommodation,guest_house,Gampaha,,Western,7.2319506,79.8416104,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000107,A.B.N.Trades,a b n trades,shopping,supermarket,Matara,Kamburupitiya,Southern,6.07944785,80.5659354539475,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000108,A C Paul,a c paul,shopping,doityourself,Colombo,,Western,6.9355914,79.8664271,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000109,A&D Food Centre,a d food centre,food,restaurant,Gampaha,,Western,6.97344,79.8911566,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000110,A.D.M. Dayan Stores,a d m dayan stores,shopping,convenience,Nuwara Eliya,,Central,7.0813674,80.8930685,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000111,A.D.N Auto Engineering,a d n auto engineering,shopping,car_repair,Kandy,,Central,7.2811628,80.6846193,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000112,A Frame Surf School,a frame surf school,shopping,sports,Galle,,Southern,6.1277877,80.1043372,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000113,A.J. Industries,a j industries,food,restaurant,Galle,,Southern,6.0671988500000005,80.1842070386329,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000114,A.L.R Store,a l r store,shopping,convenience,Trincomalee,,Eastern,8.4539363,81.2664425,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000115,A'la Carte Restaurant,a la carte restaurant,food,restaurant,Galle,,Southern,5.9784608,80.3537012,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000116,A.M.A.CAREEM JEWELLERS,a m a careem jewellers,activity,tourist_shop,Gampaha,,,,,,official_tourism,Tourist Shops.xlsx,official_tourism,Tourist Shops.xlsx
PLC0000117,a&m cup cakes,a m cup cakes,food,cafe,Colombo,Colombo 03,Western,6.8967609,79.8545669,Mo-Su 10:00-19:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000118,A minute by tuk tuk,a minute by tuk tuk,food,restaurant,Galle,,Southern,6.0269436,80.2196773,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000119,A.N.S TIMERS & HARDWARE,a n s timers hardware,shopping,hardware,Batticaloa,,Eastern,7.9114214,81.5281316,08:30-20:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000120,A one cafe,a one cafe,food,cafe,Colombo,,Western,6.9238413,79.8501316,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000121,A.P.S Kniters (Pvt) Ltd,a p s kniters pvt ltd,shopping,clothes,Colombo,Maharagama,Western,6.8432839,79.9216694,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000122,A Plus Computers,a plus computers,shopping,computer,Kandy,Teldeniya,Central,7.3099821,80.7646286,Mo-Sa 08:00-19:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000123,A-PRIMA TOURIST HOTEL,a prima tourist hotel,accommodation,Guest Houses,Kalutara,Kalutara Pradeshiya Sabha,,6.563892,,,official_tourism,Guest Houses.xlsx | Information for Accommodation.csv,official_tourism,Guest Houses.xlsx | Information for Accommodation.csv
PLC0000124,A R Food Centre,a r food centre,food,restaurant,Badulla,Badulla,Uva,6.9850382,81.0602555,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000125,A.S.B Fasion,a s b fasion,shopping,clothes,Galle,,Southern,6.2338751,80.0541807,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000126,A.S.B.,a s b,shopping,clothes,Anuradhapura,,North Central,8.3259017,80.4059484,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000127,A.S.L Printers,a s l printers,shopping,copyshop,Colombo,Wellawatte,Western,6.8718304,79.8616934,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000128,A&S Traders,a s traders,shopping,car,Colombo,,Western,6.8747146,79.898158,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000129,A.T Cooray,a t cooray,shopping,furniture,Colombo,,Western,6.8988105,79.8539355,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000130,A to Z jewellery,a to z jewellery,shopping,jewelry,Batticaloa,,Eastern,7.77988845,81.59827984854294,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000131,A to Z Work Shop,a to z work shop,shopping,motorcycle_repair,Batticaloa,,Eastern,7.9111695,81.5292746,08:30-22:00,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000132,A&U Communication,a u communication,shopping,mobile_phone,Matara,Kamburupitiya,Southern,6.08026365,80.56680245179723,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000133,A WAYFARERS INN,a wayfarers inn,accommodation,Home Stay Units,Colombo,Colombo,,,,,official_tourism,Home Stay Units.xlsx | Information for Accommodation.csv,official_tourism,Home Stay Units.xlsx | Information for Accommodation.csv
PLC0000134,A Wing Boy's Hostel,a wing boy s hostel,accommodation,hostel,Batticaloa,,Eastern,7.7982766,81.5846665,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000135,A-Z Electronics,a z electronics,shopping,electronics,Badulla,Badulla,Uva,6.9854036,81.0601387,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000136,A2 Restaurant,a2 restaurant,food,restaurant,Galle,Hikkaduwa,Southern,6.1131601,80.1225794,Mo-Su 07:30-23:15,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000137,A35 Comfort Center,a35 comfort center,food,restaurant,Mullaitivu,,Northern,9.3205948,80.7245477,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000138,A9 hotel,a9 hotel,food,cafe,Anuradhapura,,North Central,8.4063013,80.5035344,24/7,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000139,A9 Inn,a9 inn,accommodation,guest_house,Matale,Dambulla,Central,7.8354661,80.6566056,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000140,A9 SPOT,a9 spot,accommodation,Guest Houses,Kilinochchi,Karachchi,,9.360176,,,official_tourism,Guest Houses.xlsx | Information for Accommodation.csv,official_tourism,Guest Houses.xlsx | Information for Accommodation.csv
PLC0000141,Aabtheen Stores,aabtheen stores,food,cafe,Vavuniya,,Northern,8.6053265,80.3304934,,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
PLC0000142,Aache Food Center,aache food center,shopping,supermarket,Colombo,,Western,6.8740722,79.8659907,Mo-Su 09:00-20:30,openstreetmap,points_of_interest.geojson,openstreetmap,points_of_interest.geojson
